5.9168525	7017.6763
6.5842166	5928.996
7.251457	4736.7183
7.7904105	4002.491
8.431887	3080.672
9.073362	2371.1587
9.689115	1791.3959
10.304826	1328.3894
10.894855	985.0817
11.382279	772.61383
11.946544	551.98596
12.4852085	409.3557
13.023749	287.06635
13.562208	193.9409
14.100709	133.49152
14.562285	97.17809
15.049421	66.892685
15.43387	46.91784
15.97237	32.294033
16.4337	21.021036
16.89503	13.683146
17.330761	9.245387
17.715126	6.2472687
18.125134	4.1432886
18.535099	2.6971369
18.893784	1.822557
19.303707	1.1645062
